Timestamp,Bitcoin,Ether
2017-10-10,4782.28,298.46
2017-10-11,4819.485766666667,302.86
2017-10-12,5325.130683333333,302.89
2017-10-13,5563.806566666666,336.83
2017-10-14,5739.4387333333325,338.81
2017-10-15,5647.311666666667,336.58
2017-10-16,5711.205866666667,334.23
2017-10-17,5603.712939999999,316.14
2017-10-18,5546.1761000000015,313.54
2017-10-19,5727.6335,307.41
2017-10-20,5979.4598399999995,303.08
2017-10-21,6020.371683333334,299.55
2017-10-22,5983.184550000001,294.03
2017-10-23,5876.079866666668,285.27
2017-10-24,5505.827766666666,296.5
2017-10-25,5669.622533333334,296.35
2017-10-26,5893.138416666667,295.54
2017-10-27,5772.504983333332,296.36
2017-10-28,5776.696950000001,293.35
2017-10-29,6155.434020000001,304.04
2017-10-30,6105.874220000001,306.8
2017-10-31,6388.645166666666,303.64
2017-11-01,6665.306683333332,289.42
2017-11-02,7068.020100000002,284.92
2017-11-03,7197.72006,304.51
2017-11-04,7437.543316666666,300.04
2017-11-05,7377.012366666668,296.23
2017-11-06,6989.071666666668,296.82
2017-11-07,7092.127233333333,291.84
2017-11-08,7415.878250000002,307.35
2017-11-09,7158.03706,319.66
2017-11-10,6719.39785,296.86
2017-11-11,6362.851033333332,314.23
2017-11-12,5716.301583333334,306.02
2017-11-13,6550.227533333334,314.6
2017-11-14,6635.412633333332,334.72
2017-11-15,7301.4299200000005,331.2
2017-11-16,7815.0307,330.32
2017-11-17,7786.884366666666,331.72
2017-11-18,7817.140383333332,346.65
2017-11-19,8007.654066666668,354.6
2017-11-20,8255.596816666666,367.71
2017-11-21,8059.8,360.52
2017-11-22,8268.035,380.84
2017-11-23,8148.95,406.57
2017-11-24,8250.978333333334,470.43
2017-11-25,8707.407266666667,464.61
2017-11-26,9284.1438,470.54
2017-11-27,9718.29505,475.24
2017-11-28,9952.508820000001,466.27
2017-11-29,9879.328333333333,427.42
2017-11-30,10147.372,434.85
2017-12-01,10883.912,461.58
2017-12-02,11071.368333333332,457.96
2017-12-03,11332.622,462.81
2017-12-04,11584.83,466.93
2017-12-05,11878.433333333334,453.96
2017-12-06,13540.98,422.48
2017-12-07,16501.971666666668,421.15
2017-12-08,16007.436666666665,
2017-12-09,15142.834152123332,
2017-12-10,14869.805,
2017-12-11,16762.116666666665,513.29
2017-12-12,17276.393333333333,656.52
2017-12-13,16808.366666666665,699.09
2017-12-14,16678.892,693.58
2017-12-15,17771.899999999998,684.27
2017-12-16,19498.683333333334,692.83
2017-12-17,19289.785,717.71
2017-12-18,18961.856666666667,785.99
2017-12-19,17737.111666666668,812.5
2017-12-20,16026.271666666667,799.17
2017-12-21,16047.51,789.39
2017-12-22,15190.945,657.83
2017-12-23,15360.261666666667,700.44
2017-12-24,13949.175,675.91
2017-12-25,14119.028333333335,723.14
2017-12-26,15999.048333333332,753.4
2017-12-27,15589.321666666665,739.94
2017-12-28,14380.581666666667,716.69
2017-12-29,14640.14,739.6
2017-12-30,13215.574,692.99
2017-12-31,14165.575,741.13
2018-01-01,13812.186666666665,756.2
2018-01-02,15005.856666666668,861.97
2018-01-03,15053.261666666665,941.1
2018-01-04,15199.355,944.83
2018-01-05,17174.12,967.13
2018-01-06,17319.198,1006.41
2018-01-07,16651.471666666668,1117.75
2018-01-08,15265.906666666668,1136.11
2018-01-09,14714.253333333336,1289.24
2018-01-10,15126.398333333333,1248.99
2018-01-11,13296.794,1139.32
2018-01-12,13912.882,1261.03
2018-01-13,14499.773333333333,1385.02
2018-01-14,13852.92,1359.48
2018-01-15,14012.196000000002,1278.69
2018-01-16,11180.998333333333,1050.26
2018-01-17,11116.946666666667,1024.69
2018-01-18,11345.423333333332,1012.97
2018-01-19,11422.44,1037.36
2018-01-20,12950.793333333333,1150.5
2018-01-21,11505.228000000001,1049.09
2018-01-22,10544.593333333332,999.64
2018-01-23,11223.063999999998,984.47
2018-01-24,11282.258333333333,1061.78
2018-01-25,11214.44,1046.37
2018-01-26,10969.815,1048.58
2018-01-27,11524.776666666667,1109.08
2018-01-28,11765.71,1231.58
2018-01-29,11212.655,1169.96
2018-01-30,10184.061666666666,1063.75
2018-01-31,10125.013333333334,1111.31
2018-02-01,9083.258333333333,1026.19
2018-02-02,8901.901666666667,917.47
2018-02-03,9076.678333333333,970.87
2018-02-04,8400.648333333333,827.59
2018-02-05,6838.8166666666675,695.08
2018-02-06,7685.633333333334,785.01
2018-02-07,8099.958333333332,751.81
2018-02-08,8240.536666666667,813.55
2018-02-09,8535.516666666668,877.88
2018-02-10,8319.876566184,850.75
2018-02-11,8343.455,811.24
2018-02-12,8811.343333333332,865.27
2018-02-13,8597.7675,840.98
2018-02-14,9334.633333333333,920.11
2018-02-15,9977.154,927.95
2018-02-16,10127.161666666667,938.02
2018-02-17,10841.991666666667,974.77
2018-02-18,10503.298333333334,913.9
2018-02-19,11110.964999999998,939.79
2018-02-20,11390.391666666668,885.52
2018-02-21,10532.791666666666,840.1
2018-02-22,9931.071666666667,804.63
2018-02-23,10162.116666666667,854.7
2018-02-24,9697.956,833.49
2018-02-25,9696.593333333332,840.28
2018-02-26,10348.603333333334,867.62
2018-02-27,10763.883333333333,871.58
2018-02-28,10370.165,851.5
2018-03-01,11009.381666666668,869.87
2018-03-02,11055.815,855.6
2018-03-03,11326.948333333336,855.65
2018-03-04,11430.181666666665,864.83
2018-03-05,11595.54,849.42
2018-03-06,10763.198333333334,815.69
2018-03-07,10118.058,751.13
2018-03-08,9429.111666666666,698.83
2018-03-09,9089.278333333334,726.92
2018-03-10,8746.002,682.3
2018-03-11,9761.396666666666,720.36
2018-03-12,9182.843333333332,697.02
2018-03-13,9154.7,689.96
2018-03-14,8151.531666666668,613.15
2018-03-15,8358.121666666666,610.56
2018-03-16,8530.402,600.53
2018-03-17,7993.674643641666,549.79
2018-03-18,8171.415,537.38
2018-03-19,8412.033333333333,555.55
2018-03-20,8986.948333333334,557.57
2018-03-21,8947.753333333334,559.91
2018-03-22,8690.408333333333,539.89
2018-03-23,8686.826666666666,543.83
2018-03-24,8662.378333333334,520.16
2018-03-25,8617.296666666667,523.01
2018-03-26,8197.548333333334,486.25
2018-03-27,7876.195,448.78
2018-03-28,7960.38,445.93
2018-03-29,7172.28,383.9
2018-03-30,6882.531666666668,393.82
2018-03-31,6935.48,394.07
2018-04-01,6794.105,378.85
